,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster
ID4_ENSTGUG00000006296.2,0.25,15.14891403819322,251.93754309060625,0.4110847400689064,0.5214194470342172,1.0,ID4_ENSTGUG00000006296.2,glutamatergic neurons 4
E2F3_ENSTGUG00000006335.2,0.0,,,,,,E2F3_ENSTGUG00000006335.2,glutamatergic neurons 4
MMP16_ENSTGUG00000011786.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,MMP16_ENSTGUG00000011786.2,glutamatergic neurons 4
NBN_ENSTGUG00000011805.2,0.0,,,,,,NBN_ENSTGUG00000011805.2,glutamatergic neurons 4
CALB1_ENSTGUG00000011825.2,0.0,,,,,,CALB1_ENSTGUG00000011825.2,glutamatergic neurons 4
NRSN1_ENSTGUG00000006383.2,1.75,-0.469757617825343,1.9931921665993777,0.054831202312151106,0.8148602753234873,1.0,NRSN1_ENSTGUG00000006383.2,glutamatergic neurons 4
VIRMA_ENSTGUG00000011895.2,0.5,3.6111006896231214e-06,3.8531887139841263,6.910028105266974e-13,0.9999993367458617,1.0,VIRMA_ENSTGUG00000011895.2,glutamatergic neurons 4
SKAP2_ENSTGUG00000002889.2,0.0,,,,,,SKAP2_ENSTGUG00000002889.2,glutamatergic neurons 4
_ENSTGUG00000020082.1,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,_ENSTGUG00000020082.1,glutamatergic neurons 4
CDH18_ENSTGUG00000007189.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,CDH18_ENSTGUG00000007189.2,glutamatergic neurons 4
LPCAT1_ENSTGUG00000008465.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,LPCAT1_ENSTGUG00000008465.2,glutamatergic neurons 4
ALDH5A1_ENSTGUG00000006463.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,ALDH5A1_ENSTGUG00000006463.2,glutamatergic neurons 4
SYBU_ENSTGUG00000012263.2,2.25,-1.0501433313107607,1.8125642136839022,0.3321509890637291,0.5643952444553412,1.0,SYBU_ENSTGUG00000012263.2,glutamatergic neurons 4
FKBP9_ENSTGUG00000005249.2,0.0,,,,,,FKBP9_ENSTGUG00000005249.2,glutamatergic neurons 4
_ENSTGUG00000028991.1,0.0,,,,,,_ENSTGUG00000028991.1,glutamatergic neurons 4
KCNV1_ENSTGUG00000012266.2,0.0,,,,,,KCNV1_ENSTGUG00000012266.2,glutamatergic neurons 4
KIAA0319_ENSTGUG00000006487.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,KIAA0319_ENSTGUG00000006487.2,glutamatergic neurons 4
IRX1_ENSTGUG00000008517.2,0.0,,,,,,IRX1_ENSTGUG00000008517.2,glutamatergic neurons 4
NDUFAF6_ENSTGUG00000011949.2,0.0,,,,,,NDUFAF6_ENSTGUG00000011949.2,glutamatergic neurons 4
TRIQK_ENSTGUG00000022552.1,0.0,,,,,,TRIQK_ENSTGUG00000022552.1,glutamatergic neurons 4
C8orf37_ENSTGUG00000011955.2,0.0,,,,,,C8orf37_ENSTGUG00000011955.2,glutamatergic neurons 4
GABBR2_ENSTGUG00000008527.2,1.25,-0.5250306354382598,2.3261910516298707,0.05023825134808391,0.8226492161426301,1.0,GABBR2_ENSTGUG00000008527.2,glutamatergic neurons 4
MTERF3_ENSTGUG00000011961.2,0.5,3.6111006896231214e-06,3.8531887139841263,6.910028105266974e-13,0.9999993367458617,1.0,MTERF3_ENSTGUG00000011961.2,glutamatergic neurons 4
CTDP1_ENSTGUG00000006649.2,0.0,,,,,,CTDP1_ENSTGUG00000006649.2,glutamatergic neurons 4
CDH17_ENSTGUG00000011871.2,0.0,,,,,,CDH17_ENSTGUG00000011871.2,glutamatergic neurons 4
GEM_ENSTGUG00000011878.2,0.0,,,,,,GEM_ENSTGUG00000011878.2,glutamatergic neurons 4
_ENSTGUG00000002953.2,1.0,-1.914355989822985,2.829460892883643,0.38907408858047,0.5327865019680931,1.0,_ENSTGUG00000002953.2,glutamatergic neurons 4
CPQ_ENSTGUG00000011977.2,0.0,,,,,,CPQ_ENSTGUG00000011977.2,glutamatergic neurons 4
OTULINL_ENSTGUG00000007437.2,0.0,,,,,,OTULINL_ENSTGUG00000007437.2,glutamatergic neurons 4
SLC66A2_ENSTGUG00000023857.1,0.75,-1.5623245467930982,3.1952690972091466,0.21304575514424862,0.6443905745404137,1.0,SLC66A2_ENSTGUG00000023857.1,glutamatergic neurons 4
SLC39A6_ENSTGUG00000008614.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,SLC39A6_ENSTGUG00000008614.2,glutamatergic neurons 4
TRIO_ENSTGUG00000007442.2,1.75,-0.469757617825343,1.9931921665993777,0.054831202312151106,0.8148602753234873,1.0,TRIO_ENSTGUG00000007442.2,glutamatergic neurons 4
_ENSTGUG00000005349.2,0.25,15.124466936414894,250.21014542708005,0.41108014699105144,0.5214217739678119,1.0,_ENSTGUG00000005349.2,glutamatergic neurons 4
LAPTM4B_ENSTGUG00000011987.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,LAPTM4B_ENSTGUG00000011987.2,glutamatergic neurons 4
ADNP2_ENSTGUG00000006688.2,0.0,,,,,,ADNP2_ENSTGUG00000006688.2,glutamatergic neurons 4
MATN2_ENSTGUG00000011992.2,0.0,,,,,,MATN2_ENSTGUG00000011992.2,glutamatergic neurons 4
PLEKHA8_ENSTGUG00000002993.2,0.0,,,,,,PLEKHA8_ENSTGUG00000002993.2,glutamatergic neurons 4
_ENSTGUG00000027879.1,0.0,,,,,,_ENSTGUG00000027879.1,glutamatergic neurons 4
ANKRD33B_ENSTGUG00000026776.1,0.0,,,,,,ANKRD33B_ENSTGUG00000026776.1,glutamatergic neurons 4
COL15A1_ENSTGUG00000025718.1,0.0,,,,,,COL15A1_ENSTGUG00000025718.1,glutamatergic neurons 4
BTD_ENSTGUG00000023167.1,0.0,,,,,,BTD_ENSTGUG00000023167.1,glutamatergic neurons 4
POP1_ENSTGUG00000012011.2,0.0,,,,,,POP1_ENSTGUG00000012011.2,glutamatergic neurons 4
GALNT15_ENSTGUG00000003115.2,0.75,-1.5623245467930982,3.1952690972091466,0.21304575514424862,0.6443905745404137,1.0,GALNT15_ENSTGUG00000003115.2,glutamatergic neurons 4
SBK2_ENSTGUG00000021210.1,0.0,,,,,,SBK2_ENSTGUG00000021210.1,glutamatergic neurons 4
RFTN1_ENSTGUG00000003139.2,0.0,,,,,,RFTN1_ENSTGUG00000003139.2,glutamatergic neurons 4
ATPSCKMT_ENSTGUG00000007661.2,0.0,,,,,,ATPSCKMT_ENSTGUG00000007661.2,glutamatergic neurons 4
SEMA5A_ENSTGUG00000007664.2,0.75,1.562329204319615,3.1952752941755773,0.21304575515987878,0.6443905745282693,1.0,SEMA5A_ENSTGUG00000007664.2,glutamatergic neurons 4
MTRR_ENSTGUG00000007702.2,0.0,,,,,,MTRR_ENSTGUG00000007702.2,glutamatergic neurons 4
PLCL2_ENSTGUG00000003154.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,PLCL2_ENSTGUG00000003154.2,glutamatergic neurons 4
KCNS2_ENSTGUG00000022432.1,1.75,-0.469757617825343,1.9931921665993777,0.054831202312151106,0.8148602753234873,1.0,KCNS2_ENSTGUG00000022432.1,glutamatergic neurons 4
CSMD3_ENSTGUG00000012272.2,0.0,,,,,,CSMD3_ENSTGUG00000012272.2,glutamatergic neurons 4
ELMO1_ENSTGUG00000005533.2,3.5,-1.0230443736381345,1.520573389974039,0.42389499002397457,0.5149998908113158,1.0,ELMO1_ENSTGUG00000005533.2,glutamatergic neurons 4
ADCY2_ENSTGUG00000007740.2,1.75,0.46975487897159396,1.9931925337797591,0.05483120230840477,0.8148602753296973,1.0,ADCY2_ENSTGUG00000007740.2,glutamatergic neurons 4
_ENSTGUG00000027521.1,0.0,,,,,,_ENSTGUG00000027521.1,glutamatergic neurons 4
NR4A3_ENSTGUG00000008853.2,1.5,-0.9999953365431974,2.159477771600059,0.21479513139970052,0.6430347110541331,1.0,NR4A3_ENSTGUG00000008853.2,glutamatergic neurons 4
EPDR1_ENSTGUG00000025037.1,1.25,-0.5250321614809766,2.3261913669905296,0.05023825193300269,0.8226492151273654,1.0,EPDR1_ENSTGUG00000025037.1,glutamatergic neurons 4
NSUN2_ENSTGUG00000007789.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,NSUN2_ENSTGUG00000007789.2,glutamatergic neurons 4
ALG2_ENSTGUG00000008879.2,0.0,,,,,,ALG2_ENSTGUG00000008879.2,glutamatergic neurons 4
STARD3NL_ENSTGUG00000005634.2,0.75,-1.5623245467930982,3.1952690972091466,0.21304575514424862,0.6443905745404137,1.0,STARD3NL_ENSTGUG00000005634.2,glutamatergic neurons 4
IFI6_ENSTGUG00000021692.1,1.0,-16.262441060135178,185.495404466583,1.4900228784017813,0.22221291016521652,1.0,IFI6_ENSTGUG00000021692.1,glutamatergic neurons 4
TRANK1_ENSTGUG00000005694.2,0.0,,,,,,TRANK1_ENSTGUG00000005694.2,glutamatergic neurons 4
RNF19A_ENSTGUG00000012061.2,0.0,,,,,,RNF19A_ENSTGUG00000012061.2,glutamatergic neurons 4
DCLK3_ENSTGUG00000027434.1,0.25,-14.371946312951794,191.52089169503324,0.4110427821106395,0.5214407043515255,1.0,DCLK3_ENSTGUG00000027434.1,glutamatergic neurons 4
_ENSTGUG00000027473.1,0.0,,,,,,_ENSTGUG00000027473.1,glutamatergic neurons 4
ARPP21_ENSTGUG00000001697.2,11.0,-0.39644257076812517,0.9374858514632559,0.17842920544023855,0.6727266461722962,1.0,ARPP21_ENSTGUG00000001697.2,glutamatergic neurons 4
THRB_ENSTGUG00000018874.1,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,THRB_ENSTGUG00000018874.1,glutamatergic neurons 4
NCALD_ENSTGUG00000022354.1,8.75,-0.838973873273222,1.0389900912194954,0.6367108400312276,0.42490436534383536,1.0,NCALD_ENSTGUG00000022354.1,glutamatergic neurons 4
RRM2B_ENSTGUG00000012093.2,0.0,,,,,,RRM2B_ENSTGUG00000012093.2,glutamatergic neurons 4
UPP1_ENSTGUG00000007854.2,0.0,,,,,,UPP1_ENSTGUG00000007854.2,glutamatergic neurons 4
VWC2_ENSTGUG00000007906.2,0.0,,,,,,VWC2_ENSTGUG00000007906.2,glutamatergic neurons 4
IKZF1_ENSTGUG00000007910.2,0.0,,,,,,IKZF1_ENSTGUG00000007910.2,glutamatergic neurons 4
C6orf62_ENSTGUG00000029400.1,1.75,-0.469757617825343,1.9931921665993777,0.054831202312151106,0.8148602753234873,1.0,C6orf62_ENSTGUG00000029400.1,glutamatergic neurons 4
SLC4A7_ENSTGUG00000003545.2,0.0,,,,,,SLC4A7_ENSTGUG00000003545.2,glutamatergic neurons 4
GALR1_ENSTGUG00000024217.1,0.0,,,,,,GALR1_ENSTGUG00000024217.1,glutamatergic neurons 4
DDC_ENSTGUG00000007930.2,0.0,,,,,,DDC_ENSTGUG00000007930.2,glutamatergic neurons 4
FBXL2_ENSTGUG00000001755.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,FBXL2_ENSTGUG00000001755.2,glutamatergic neurons 4
_ENSTGUG00000006931.2,0.0,,,,,,_ENSTGUG00000006931.2,glutamatergic neurons 4
CHPF2_ENSTGUG00000000042.2,0.0,,,,,,CHPF2_ENSTGUG00000000042.2,glutamatergic neurons 4
MBP_ENSTGUG00000009051.2,1.25,-0.5250306354382598,2.3261910516298707,0.05023825134808391,0.8226492161426301,1.0,MBP_ENSTGUG00000009051.2,glutamatergic neurons 4
GBX1_ENSTGUG00000023874.1,0.0,,,,,,GBX1_ENSTGUG00000023874.1,glutamatergic neurons 4
AGAP3_ENSTGUG00000000055.2,4.5,-0.354504171440448,1.3208104475173195,0.07142543721574057,0.789272540504322,1.0,AGAP3_ENSTGUG00000000055.2,glutamatergic neurons 4
TMUB1_ENSTGUG00000023430.1,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,TMUB1_ENSTGUG00000023430.1,glutamatergic neurons 4
VSTM2A_ENSTGUG00000023664.1,0.75,-1.5623245467930982,3.1952690972091466,0.21304575514424862,0.6443905745404137,1.0,VSTM2A_ENSTGUG00000023664.1,glutamatergic neurons 4
_ENSTGUG00000024951.1,0.0,,,,,,_ENSTGUG00000024951.1,glutamatergic neurons 4
_ENSTGUG00000022445.1,0.0,,,,,,_ENSTGUG00000022445.1,glutamatergic neurons 4
_ENSTGUG00000027012.1,0.0,,,,,,_ENSTGUG00000027012.1,glutamatergic neurons 4
SLC4A2_ENSTGUG00000000073.2,0.0,,,,,,SLC4A2_ENSTGUG00000000073.2,glutamatergic neurons 4
RAMP3_ENSTGUG00000025072.1,0.0,,,,,,RAMP3_ENSTGUG00000025072.1,glutamatergic neurons 4
ADCY1_ENSTGUG00000007142.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,ADCY1_ENSTGUG00000007142.2,glutamatergic neurons 4
_ENSTGUG00000025304.1,0.0,,,,,,_ENSTGUG00000025304.1,glutamatergic neurons 4
ABCB8_ENSTGUG00000020909.1,0.0,,,,,,ABCB8_ENSTGUG00000020909.1,glutamatergic neurons 4
IGFBP1_ENSTGUG00000007176.2,0.0,,,,,,IGFBP1_ENSTGUG00000007176.2,glutamatergic neurons 4
GADL1_ENSTGUG00000003593.2,0.0,,,,,,GADL1_ENSTGUG00000003593.2,glutamatergic neurons 4
CNTNAP2_ENSTGUG00000001794.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,CNTNAP2_ENSTGUG00000001794.2,glutamatergic neurons 4
ATG9B_ENSTGUG00000022627.1,0.0,,,,,,ATG9B_ENSTGUG00000022627.1,glutamatergic neurons 4
FHOD3_ENSTGUG00000007999.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,FHOD3_ENSTGUG00000007999.2,glutamatergic neurons 4
_ENSTGUG00000024876.1,0.0,,,,,,_ENSTGUG00000024876.1,glutamatergic neurons 4
TSHZ1_ENSTGUG00000009111.2,0.0,,,,,,TSHZ1_ENSTGUG00000009111.2,glutamatergic neurons 4
ZNF407_ENSTGUG00000009124.2,0.0,,,,,,ZNF407_ENSTGUG00000009124.2,glutamatergic neurons 4
CDH9_ENSTGUG00000001934.2,2.5,0.5849586734214479,1.6965653420177984,0.11886847320193183,0.7302649764450777,1.0,CDH9_ENSTGUG00000001934.2,glutamatergic neurons 4
CDH6_ENSTGUG00000001940.2,0.25,-14.371946312951794,191.52089169503324,0.4110427821106395,0.5214407043515255,1.0,CDH6_ENSTGUG00000001940.2,glutamatergic neurons 4
CMTM8_ENSTGUG00000003684.2,0.0,,,,,,CMTM8_ENSTGUG00000003684.2,glutamatergic neurons 4
CMTM7_ENSTGUG00000028236.1,0.0,,,,,,CMTM7_ENSTGUG00000028236.1,glutamatergic neurons 4
DIPK1C_ENSTGUG00000009165.2,0.0,,,,,,DIPK1C_ENSTGUG00000009165.2,glutamatergic neurons 4
METTL4_ENSTGUG00000010144.2,0.25,-14.371946312951794,191.52089169503324,0.4110427821106395,0.5214407043515255,1.0,METTL4_ENSTGUG00000010144.2,glutamatergic neurons 4
CYB5A_ENSTGUG00000009166.2,0.0,,,,,,CYB5A_ENSTGUG00000009166.2,glutamatergic neurons 4
ADCYAP1_ENSTGUG00000021936.1,2.25,-1.0501433313107607,1.8125642136839022,0.3321509890637291,0.5643952444553412,1.0,ADCYAP1_ENSTGUG00000021936.1,glutamatergic neurons 4
LANCL2_ENSTGUG00000020824.1,3.25,0.21154477705371483,1.5076397195969418,0.019634360607966528,0.8885630749778126,1.0,LANCL2_ENSTGUG00000020824.1,glutamatergic neurons 4
TYMS_ENSTGUG00000010173.2,0.0,,,,,,TYMS_ENSTGUG00000010173.2,glutamatergic neurons 4
NOS3_ENSTGUG00000019554.1,0.0,,,,,,NOS3_ENSTGUG00000019554.1,glutamatergic neurons 4
C5orf22_ENSTGUG00000001970.2,0.75,-1.5623245467930982,3.1952690972091466,0.21304575514424862,0.6443905745404137,1.0,C5orf22_ENSTGUG00000001970.2,glutamatergic neurons 4
COLEC12_ENSTGUG00000010195.2,0.0,,,,,,COLEC12_ENSTGUG00000010195.2,glutamatergic neurons 4
MC4R_ENSTGUG00000027462.1,0.0,,,,,,MC4R_ENSTGUG00000027462.1,glutamatergic neurons 4
CDH20_ENSTGUG00000001975.2,0.0,,,,,,CDH20_ENSTGUG00000001975.2,glutamatergic neurons 4
NETO1_ENSTGUG00000009188.2,1.75,0.46975487897159396,1.9931925337797591,0.05483120230840477,0.8148602753296973,1.0,NETO1_ENSTGUG00000009188.2,glutamatergic neurons 4
ABHD5_ENSTGUG00000003814.2,0.0,,,,,,ABHD5_ENSTGUG00000003814.2,glutamatergic neurons 4
CBLN2_ENSTGUG00000009205.2,0.0,,,,,,CBLN2_ENSTGUG00000009205.2,glutamatergic neurons 4
ANO10_ENSTGUG00000003830.2,0.0,,,,,,ANO10_ENSTGUG00000003830.2,glutamatergic neurons 4
STK17A_ENSTGUG00000029061.1,0.0,,,,,,STK17A_ENSTGUG00000029061.1,glutamatergic neurons 4
PIGN_ENSTGUG00000001988.2,0.0,,,,,,PIGN_ENSTGUG00000001988.2,glutamatergic neurons 4
HECW1_ENSTGUG00000001817.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,HECW1_ENSTGUG00000001817.2,glutamatergic neurons 4
FRRS1L_ENSTGUG00000023938.1,7.25,-0.5596785011752481,1.1045616203877202,0.2508867017697689,0.6164514144116304,1.0,FRRS1L_ENSTGUG00000023938.1,glutamatergic neurons 4
DOK6_ENSTGUG00000009250.2,0.0,,,,,,DOK6_ENSTGUG00000009250.2,glutamatergic neurons 4
EPB41L4B_ENSTGUG00000008100.2,1.0,-1.501411415684541e-15,2.544085149082943,0.0,1.0,1.0,EPB41L4B_ENSTGUG00000008100.2,glutamatergic neurons 4
RELCH_ENSTGUG00000001999.2,0.0,,,,,,RELCH_ENSTGUG00000001999.2,glutamatergic neurons 4
INHBA_ENSTGUG00000001843.2,0.0,,,,,,INHBA_ENSTGUG00000001843.2,glutamatergic neurons 4
RBBP8_ENSTGUG00000010362.2,0.0,,,,,,RBBP8_ENSTGUG00000010362.2,glutamatergic neurons 4
TNFRSF11A_ENSTGUG00000024912.1,0.0,,,,,,TNFRSF11A_ENSTGUG00000024912.1,glutamatergic neurons 4
TMEM241_ENSTGUG00000010387.2,0.0,,,,,,TMEM241_ENSTGUG00000010387.2,glutamatergic neurons 4
ZCCHC2_ENSTGUG00000024466.1,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,ZCCHC2_ENSTGUG00000024466.1,glutamatergic neurons 4
_ENSTGUG00000008158.2,0.0,,,,,,_ENSTGUG00000008158.2,glutamatergic neurons 4
AOC1_ENSTGUG00000027317.1,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,AOC1_ENSTGUG00000027317.1,glutamatergic neurons 4
EXT1_ENSTGUG00000012328.2,0.0,,,,,,EXT1_ENSTGUG00000012328.2,glutamatergic neurons 4
POU6F2_ENSTGUG00000001859.2,0.0,,,,,,POU6F2_ENSTGUG00000001859.2,glutamatergic neurons 4
FH_ENSTGUG00000008229.2,0.5,3.6111006896231214e-06,3.8531887139841263,6.910028105266974e-13,0.9999993367458617,1.0,FH_ENSTGUG00000008229.2,glutamatergic neurons 4
SERPINB5_ENSTGUG00000002060.2,0.0,,,,,,SERPINB5_ENSTGUG00000002060.2,glutamatergic neurons 4
_ENSTGUG00000008245.2,2.0,-1.7296459797019544e-06,1.859914722788992,-8.668621376273222e-13,1.0,1.0,_ENSTGUG00000008245.2,glutamatergic neurons 4
_ENSTGUG00000021399.1,0.0,,,,,,_ENSTGUG00000021399.1,glutamatergic neurons 4
TNFRSF11B_ENSTGUG00000012341.2,0.0,,,,,,TNFRSF11B_ENSTGUG00000012341.2,glutamatergic neurons 4
TTC39C_ENSTGUG00000010516.2,0.0,,,,,,TTC39C_ENSTGUG00000010516.2,glutamatergic neurons 4
OSBPL1A_ENSTGUG00000010525.2,1.75,-0.469757617825343,1.9931921665993777,0.054831202312151106,0.8148602753234873,1.0,OSBPL1A_ENSTGUG00000010525.2,glutamatergic neurons 4
CCM2_ENSTGUG00000015039.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,1.0,CCM2_ENSTGUG00000015039.2,glutamatergic neurons 4
COLEC10_ENSTGUG00000019400.1,0.0,,,,,,COLEC10_ENSTGUG00000019400.1,glutamatergic neurons 4
IMPACT_ENSTGUG00000010551.2,0.0,,,,,,IMPACT_ENSTGUG00000010551.2,glutamatergic neurons 4
CCN3_ENSTGUG00000012349.2,0.0,,,,,,CCN3_ENSTGUG00000012349.2,glutamatergic neurons 4
KLF10_ENSTGUG00000012120.2,0.0,,,,,,KLF10_ENSTGUG00000012120.2,glutamatergic neurons 4
WRNIP1_ENSTGUG00000002117.2,0.0,,,,,,WRNIP1_ENSTGUG00000002117.2,glutamatergic neurons 4
BAALC_ENSTGUG00000028617.1,1.25,-1.2490243163387449,2.575309455905384,0.21798332476080162,0.6405808385551361,1.0,BAALC_ENSTGUG00000028617.1,glutamatergic neurons 4
AMPH_ENSTGUG00000001869.2,2.5,-0.5849623428910908,1.6965650578141043,0.11886847324232264,0.7302649764010379,1.0,AMPH_ENSTGUG00000001869.2,glutamatergic neurons 4
FZD6_ENSTGUG00000012145.2,0.0,,,,,,FZD6_ENSTGUG00000012145.2,glutamatergic neurons 4
ENPP2_ENSTGUG00000012352.2,0.5,-15.452761890355099,197.6213147222064,1.2114019215988918,0.27105465254223304,1.0,ENPP2_ENSTGUG00000012352.2,glutamatergic neurons 4
MYLK4_ENSTGUG00000019999.1,0.0,,,,,,MYLK4_ENSTGUG00000019999.1,glutamatergic neurons 4
_ENSTGUG00000023173.1,0.0,,,,,,_ENSTGUG00000023173.1,glutamatergic neurons 4
SCAP_ENSTGUG00000020198.1,0.25,15.14891403819322,251.93754309060625,0.4110847400689064,0.5214194470342172,1.0,SCAP_ENSTGUG00000020198.1,glutamatergic neurons 4
ELP6_ENSTGUG00000000144.2,0.0,,,,,,ELP6_ENSTGUG00000000144.2,glutamatergic neurons 4
GMDS_ENSTGUG00000002124.2,0.0,,,,,,GMDS_ENSTGUG00000002124.2,glutamatergic neurons 4
RIMS2_ENSTGUG00000012161.2,1.75,-0.469757617825343,1.9931921665993777,0.054831202312151106,0.8148602753234873,1.0,RIMS2_ENSTGUG00000012161.2,glutamatergic neurons 4
AQP4_ENSTGUG00000020250.1,0.0,,,,,,AQP4_ENSTGUG00000020250.1,glutamatergic neurons 4
_ENSTGUG00000002129.2,0.0,,,,,,_ENSTGUG00000002129.2,glutamatergic neurons 4
FOXQ1_ENSTGUG00000018779.1,0.0,,,,,,FOXQ1_ENSTGUG00000018779.1,glutamatergic neurons 4
